"","gq","gqtypeg","farm","ownershg","value","rent","ftotinc","nfams","ncouples","nmothers","nfathers","momloc","stepmom","momrule","poploc","steppop","poprule","sploc","sprule","famsize","nchild","nchlt5","famunit","eldch","yngch","nsibs","relateg","age","sex","raceg","marst","chborn","school","educrec","schltype","empstatg","labforce","occscore","sei","classwkg","wkswork2","hrswork2","yrlastwk","workedyr","inctot","incwage","incbus","incfarm","incss","incwelfr","incother","poverty","migrat5g","movedin","vetstat","binaryClass"
"908","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented",999999,725,63000,"1","1","0","0","0","0","0","0","0","0","2","2","3","0","0","1",99,99,"0","Head_Householder",20,"Female","White","Married_spouse_present","1_child","No_not_in_school","Grade_12","Not_enrolled","Employed","Yes_in_labor_force",27,29,"Works_for_wages_salary","50-52_weeks","60+_hours","Worked_previous_yr","Yes",23000,23000,0,"0",0,0,0,501,"Moved_place_not_reported","1","No_Service","P"
"8135","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented",999999,625,14000,"2","0","2","0","0","0","0","0","0","0","0","0","1","0","0","2",99,99,"0","Partner_friend_visitor",60,"Male","White","Divorced","No_children","No_not_in_school","Grade_12","Not_enrolled","Employed","Yes_in_labor_force",26,32,"Works_for_wages_salary","50-52_weeks","40_hours","Worked_previous_yr","Yes",21000,18000,3000,"0",0,0,0,326,"Moved_place_not_reported","0","Yes","P"
"5336","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",275000,0,34106,"1","1","0","0","0","0","0","0","0","0","2","1","2","0","0","1",99,99,"0","Head_Householder",59,"Male","White","Married_spouse_present","No_children","No_not_in_school","4+_years_of_college","Not_enrolled","Employed","Yes_in_labor_force",37,78,"Works_for_wages_salary","14-26_weeks","49-59_hours","Never_worked","Yes",34106,9200,0,"0",0,0,0,411,"Same_house","7","Yes","P"
"4753","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",225000,0,65034,"1","1","1","0","0","0","0","0","0","0","0","0","5","0","0","1",99,99,"0","Other_relatives",1,"Male","White","Never_married_single","No_children","No_not_in_school","1_to_3_years_of_college","Not_enrolled","Employed","Yes_in_labor_force",0,0,"Works_for_wages_salary","50-52_weeks","40_hours","Worked_current_yr","No",0,999999,999999,"999999",99999,99999,99999,429,"Moved_place_not_reported","0","No_Service","P"
"1599","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented",999999,725,11280,"2","1","1","1","0","0","0","0","0","0","1","1","3","1","1","1",3,3,"0","Spouse",33,"Female","Chinese","Married_spouse_present","2__children","No_not_in_school","Grade_5-8","Not_enrolled","Not_in_labor_force","No_not_in_labor_force",0,0,"Works_for_wages_salary","40-47_weeks","40_hours","Never_worked","No",7200,0,0,"0",0,7200,0,113,"Moved_place_not_reported","0","No_Service","P"
"3032","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented",999999,625,31397,"1","1","1","1","2","0","1","1","0","1","0","0","5","0","0","1",99,99,"0","Child",0,"Female","White","Never_married_single","2__children","Yes_in_school","Grade_1-4","Public_school","Employed","Yes_in_labor_force",0,0,"Works_for_wages_salary","40-47_weeks","40_hours","Never_worked","Yes",0,999999,999999,"999999",99999,99999,99999,201,"Moved_place_not_reported","0","Yes","P"
"4599","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",4e+05,0,15090,"1","2","2","2","0","0","0","0","0","0","5","1","6","1","0","1",46,46,"0","Parent",70,"Female","Chinese","Married_spouse_present","5","No_not_in_school","Grade_5-8","Not_enrolled","Not_in_labor_force","No_not_in_labor_force",0,0,"Works_for_wages_salary","50-52_weeks","41-48_hours","Worked_more_than_10_yrs_ago","No",0,0,0,"0",0,0,0,87,"Moved_place_not_reported","0","No_Service","P"
"585","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented",999999,487,7500,"3","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2",99,99,"0","Other_non-relatives",29,"Male","White","Never_married_single","No_children","Yes_in_school","Grade_12","Private_school_(19601990)","Employed","Yes_in_labor_force",20,8,"Works_for_wages_salary","50-52_weeks","15-29_hours","Worked_3-5_yrs_ago","Yes",13000,13000,0,"0",0,0,0,202,"Moved_place_not_reported","0","No_Service","P"
"2621","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",95000,0,55291,"1","1","2","1","0","0","0","0","0","0","1","1","5","1","0","1",40,40,"0","Spouse",70,"Female","White","Married_spouse_present","No_children","No_not_in_school","Grade_10","Not_enrolled","Employed","Yes_in_labor_force",11,11,"Works_for_wages_salary","48-49_weeks","1-14_hours","Worked_6-10_yrs_ago","Yes",29313,3223,0,"0",23090,0,0,358,"Same_house","0","No_Service","P"
"4252","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented",999999,625,15400,"1","1","1","1","2","0","1","1","0","1","0","0","6","0","0","1",99,99,"0","Child",1,"Female","White","Never_married_single","No_children","Yes_in_school","4+_years_of_college","Not_enrolled","Employed","No_not_in_labor_force",0,0,"Works_for_wages_salary","50-52_weeks","40_hours","Worked_2_yrs_prior","Yes",0,999999,999999,"999999",99999,99999,99999,86,"Same_house","0","No_Service","P"
"6024","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",4e+05,0,124102,"1","1","1","1","0","0","0","0","0","0","2","1","4","2","0","1",26,23,"0","Head_Householder",58,"Male","Other_Asian_or_Pacific","Married_spouse_present","No_children","No_not_in_school","4+_years_of_college","Not_enrolled","Employed","Yes_in_labor_force",79,92,"Self-employed","50-52_weeks","60+_hours","Never_worked","Yes",89000,84000,0,"0",0,0,0,501,"Same_house","6","No_Service","P"
"811","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",95000,0,60000,"1","1","2","1","7","0","5","0","0","0","0","0","8","0","0","1",99,99,"0","Grandchild",2,"Male","White","Never_married_single","8","No_not_in_school","1_to_3_years_of_college","Not_enrolled","Unemployed","Yes_in_labor_force",0,0,"Works_for_wages_salary","50-52_weeks","35-39_hours","Worked_current_yr","Yes",0,999999,999999,"999999",99999,99999,99999,276,"Same_house","0","No_Service","P"
"2479","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",187500,0,31000,"1","1","1","1","0","0","0","0","0","0","2","1","4","2","2","1",3,2,"0","Head_Householder",29,"Male","White","Married_spouse_present","2__children","No_not_in_school","Grade_12","Not_enrolled","Employed","Yes_in_labor_force",24,47,"Works_for_wages_salary","48-49_weeks","41-48_hours","Never_worked","Yes",10000,10000,0,"0",0,0,0,247,"Moved_place_not_reported","2","No_Service","P"
"5955","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",225000,0,66112,"1","1","0","0","0","0","0","0","0","0","2","1","2","0","0","1",99,99,"0","Head_Householder",55,"Male","Black_Negro","Married_spouse_present","2__children","No_not_in_school","4+_years_of_college","Not_enrolled","Unemployed","Yes_in_labor_force",0,0,"Works_for_wages_salary","50-52_weeks","40_hours","Worked_6-10_yrs_ago","No",28477,0,0,"0",0,0,3132,501,"Same_house","6","Yes","P"
"1561","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",112500,0,10800,"1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1",99,99,"1","Head_Householder",88,"Female","White","Widowed","No_children","No_not_in_school","None_or_preschool","Not_enrolled","Not_in_labor_force","No_not_in_labor_force",0,0,"Works_for_wages_salary","1-13_weeks","30-34_hours","Never_worked","No",7200,0,0,"0",0,7200,0,144,"Same_house","7","No_Service","P"
"1652","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented",999999,412,28000,"1","0","1","0","0","0","0","0","0","0","0","0","3","2","0","1",11,7,"0","Head_Householder",36,"Female","Black_Negro","Never_married_single","2__children","No_not_in_school","Grade_12","Not_enrolled","Employed","Yes_in_labor_force",16,38,"Works_for_wages_salary","50-52_weeks","60+_hours","Worked_previous_yr","Yes",28000,28000,0,"0",0,0,0,280,"Moved_place_not_reported","6","No_Service","P"
"4581","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",350000,0,109401,"1","2","1","1","0","0","0","0","0","0","1","1","4","1","0","1",64,64,"0","Spouse",83,"Female","White","Married_spouse_present","3","No_not_in_school","1_to_3_years_of_college","Not_enrolled","Not_in_labor_force","No_not_in_labor_force",0,0,"Works_for_wages_salary","50-52_weeks","35-39_hours","Worked_more_than_10_yrs_ago","No",41381,0,0,"0",2184,0,0,501,"Same_house","0","No_Service","P"
"337","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",187500,0,44000,"1","1","1","1","0","0","0","0","0","0","2","1","6","4","0","1",21,13,"0","Head_Householder",46,"Male","White","Married_spouse_present","5","Yes_in_school","Grade_12","Public_school","Employed","Yes_in_labor_force",26,22,"Works_for_wages_salary","50-52_weeks","40_hours","Worked_previous_yr","Yes",23000,23000,0,"0",0,0,0,252,"Moved_place_not_reported","2","No_Service","P"
"5666","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented",999999,625,47189,"1","1","1","1","0","0","0","0","0","0","1","2","8","6","0","1",20,6,"0","Spouse",36,"Male","White","Married_spouse_present","No_children","No_not_in_school","Grade_1-4","Not_enrolled","Employed","Yes_in_labor_force",20,8,"Works_for_wages_salary","48-49_weeks","40_hours","Never_worked","Yes",15000,15000,0,"0",0,0,0,217,"Same_house","0","No_Service","P"
"2736","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",162500,0,59547,"1","0","1","0","1","0","1","0","0","0","0","0","2","0","0","1",99,99,"0","Child",27,"Male","Japanese","Never_married_single","4","No_not_in_school","1_to_3_years_of_college","Not_enrolled","Employed","Yes_in_labor_force",18,19,"Works_for_wages_salary","50-52_weeks","40_hours","Worked_3-5_yrs_ago","Yes",10000,10000,0,"0",0,0,0,501,"Same_house","0","No_Service","P"
"7808","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented",999999,675,30189,"1","1","1","1","0","0","0","0","0","0","2","2","6","4","2","1",8,2,"0","Head_Householder",27,"Female","Other_Asian_or_Pacific","Married_spouse_present","No_children","Yes_in_school","Grade_12","Public_school","Not_in_labor_force","No_not_in_labor_force",23,18,"Works_for_wages_salary","50-52_weeks","60+_hours","Worked_previous_yr","Yes",15000,15000,0,"0",0,0,0,182,"Same_house","1","No_Service","P"
"5844","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented",999999,537,15600,"1","1","1","1","1","0","1","2","0","1","0","0","6","0","0","1",99,99,"3","Child",9,"Female","White","Never_married_single","2__children","Yes_in_school","Grade_1-4","Public_school","Employed","Yes_in_labor_force",0,0,"Works_for_wages_salary","50-52_weeks","40_hours","Never_worked","Yes",0,999999,999999,"999999",99999,99999,99999,94,"Moved_place_not_reported","0","No_Service","P"
"2491","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",112500,0,60711,"1","1","1","1","2","0","1","1","0","1","0","0","3","0","0","1",99,99,"0","Child",51,"Male","White","Divorced","1_child","No_not_in_school","1_to_3_years_of_college","Not_enrolled","Employed","Yes_in_labor_force",16,15,"Works_for_wages_salary","50-52_weeks","40_hours","Never_worked","Yes",12808,10758,0,"0",0,0,0,501,"Same_house","0","No_Service","P"
"6511","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented",999999,487,25962,"1","0","2","0","0","0","0","0","0","0","0","0","3","1","0","1",31,31,"0","Head_Householder",53,"Female","Black_Negro","Divorced","6","Yes_in_school","Grade_10","Public_school","Not_in_labor_force","No_not_in_labor_force",0,0,"Works_for_wages_salary","40-47_weeks","40_hours","Worked_more_than_10_yrs_ago","No",7962,0,0,"0",4644,3318,0,260,"Same_house","7","No_Service","P"
"205","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented",999999,462,27060,"1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1",99,99,"0","Head_Householder",70,"Male","White","Divorced","3","No_not_in_school","Grade_12","Not_enrolled","Employed","Yes_in_labor_force",24,47,"Works_for_wages_salary","50-52_weeks","40_hours","Never_worked","Yes",27060,17000,0,"0",7800,0,0,455,"Same_house","6","No_Service","N"
"5469","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",350000,0,36700,"2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1",99,99,"0","Head_Householder",26,"Male","White","Never_married_single","No_children","Yes_in_school","4+_years_of_college","Private_school_(19601990)","Employed","Yes_in_labor_force",37,78,"Works_for_wages_salary","50-52_weeks","40_hours","Worked_more_than_10_yrs_ago","Yes",36700,36500,0,"0",0,0,0,501,"Moved_place_not_reported","1","No_Service","P"
"3136","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented",999999,537,15189,"1","0","1","0","1","0","1","0","0","0","0","0","5","0","0","1",99,99,"3","Child",3,"Male","Black_Negro","Never_married_single","2__children","No_not_in_school","None_or_preschool","Not_enrolled","Employed","No_not_in_labor_force",0,0,"Works_for_wages_salary","50-52_weeks","60+_hours","Worked_previous_yr","No",0,999999,999999,"999999",99999,99999,99999,104,"Same_house","0","No_Service","P"
"5846","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",225000,0,54334,"1","1","1","1","0","0","0","0","0","0","2","1","3","1","1","1",1,1,"0","Head_Householder",33,"Male","Other_Asian_or_Pacific","Married_spouse_present","5","No_not_in_school","4+_years_of_college","Not_enrolled","Employed","Yes_in_labor_force",46,84,"Works_for_wages_salary","50-52_weeks","40_hours","Worked_previous_yr","Yes",52035,51900,0,"0",0,0,0,501,"Moved_place_not_reported","2","No_Service","P"
"441","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",112500,0,33500,"1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1",99,99,"0","Head_Householder",55,"Male","White","Divorced","2__children","No_not_in_school","Grade_12","Not_enrolled","Employed","Yes_in_labor_force",26,36,"Works_for_wages_salary","50-52_weeks","40_hours","Worked_more_than_10_yrs_ago","Yes",33500,33500,0,"0",0,0,0,501,"Moved_place_not_reported","2","No_Service","P"
"5686","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented",999999,625,14650,"1","1","1","1","0","0","0","0","0","0","1","1","6","4","0","1",17,6,"0","Spouse",35,"Female","White","Married_spouse_present","4","No_not_in_school","Grade_5-8","Not_enrolled","Not_in_labor_force","No_not_in_labor_force",0,0,"Works_for_wages_salary","50-52_weeks","41-48_hours","Never_worked","No",0,0,0,"0",0,0,0,88,"Moved_place_not_reported","0","No_Service","P"
"5878","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented",999999,487,30000,"1","1","1","1","1","3","1","2","0","1","0","0","4","0","0","1",99,99,"1","Child",14,"Male","White","Never_married_single","No_children","Yes_in_school","Grade_5-8","Public_school","Unemployed","Yes_in_labor_force",0,0,"Works_for_wages_salary","14-26_weeks","40_hours","Worked_previous_yr","Yes",0,999999,999999,"999999",99999,99999,99999,239,"Moved_place_not_reported","0","No_Service","P"
"4776","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",187500,0,35400,"1","1","1","1","2","0","1","1","0","1","0","0","4","0","0","1",99,99,"1","Child",2,"Male","White","Never_married_single","3","No_not_in_school","4+_years_of_college","Not_enrolled","Employed","Yes_in_labor_force",0,0,"Works_for_wages_salary","48-49_weeks","40_hours","Worked_current_yr","Yes",0,999999,999999,"999999",99999,99999,99999,282,"Moved_place_not_reported","0","No_Service","P"
"4841","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented",999999,725,42732,"1","0","1","0","0","0","0","0","0","0","0","0","2","1","0","1",12,12,"0","Head_Householder",46,"Female","Japanese","Separated","2__children","No_not_in_school","4+_years_of_college","Not_enrolled","Employed","Yes_in_labor_force",26,72,"Works_for_wages_salary","40-47_weeks","35-39_hours","Worked_6-10_yrs_ago","Yes",42732,42732,0,"0",0,0,0,500,"Moved_place_not_reported","2","No_Service","P"
"2266","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",350000,0,36780,"1","1","2","1","0","0","0","0","0","0","1","1","4","1","0","1",33,33,"0","Spouse",66,"Female","White","Married_spouse_present","3","No_not_in_school","Grade_9","Not_enrolled","Not_in_labor_force","No_not_in_labor_force",25,31,"Works_for_wages_salary","50-52_weeks","49-59_hours","Worked_2_yrs_prior","No",4560,0,0,"0",4560,0,0,283,"Same_house","0","No_Service","P"
"6918","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented",999999,1000,22387,"1","1","1","1","2","0","1","1","0","1","0","0","4","0","0","1",99,99,"1","Child",13,"Female","Japanese","Never_married_single","3","Yes_in_school","Grade_5-8","Public_school","Unemployed","Yes_in_labor_force",0,0,"Works_for_wages_salary","50-52_weeks","49-59_hours","Worked_more_than_10_yrs_ago","Yes",0,999999,999999,"999999",99999,99999,99999,178,"Moved_place_not_reported","0","No_Service","P"
"589","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented",999999,575,45567,"1","1","1","1","1","0","1","2","0","1","0","0","5","0","0","1",99,99,"2","Child",16,"Male","White","Never_married_single","3","Yes_in_school","Grade_10","Public_school","Not_in_labor_force","No_not_in_labor_force",0,0,"Works_for_wages_salary","14-26_weeks","40_hours","Never_worked","No",15189,0,0,"0",0,15189,0,308,"Same_house","0","No_Service","P"
